"","Street Address","Business Start Date","Location Start Date","DBA Name"
"2935","2011 Mission St",2016-03-14,2017-08-18,"Merchant Roots"
"2936","2001 Union St Ste 107",2019-03-21,2019-03-21,"Edwin Ng"
"2937","2443 Fillmore St Unit 247",2017-09-20,2017-09-20,"Just Potatoes SF"
"2938","2078 Hayes St",2016-02-23,2016-04-18,"Manitas Cafe & Deli"
"2939","244 Gough St",2016-12-01,2016-12-01,"Tartine Talbot Cafe"
"2940","3501 Mission St",2017-06-09,2017-06-09,"Spicy Bites"
"2941","1819 Polk St 207",2019-04-10,2019-04-10,"K8ter 2 You"
"2942","600 Fifth Ave",2018-04-24,2018-04-24,"Tastebuds"
"2943","1750 Cesar Chavez D",2018-03-01,2018-06-28,"Creperie Saint-Germain"
"2944","239 N San Francisco N St",2019-12-04,2019-12-04,"Maxa"
"2945","4517 3rd St",2019-10-01,2019-10-01,"Willys Food Inc"
"2946","125 3rd St",2016-12-01,2016-12-01,"St. Regis Hotel San Francisco Employee Cafeteria"
"2947","1 Mobile Caterers",2019-06-26,2019-08-21,"Vessel Ca Operations #2"
"2948","2929 19th St",2018-10-10,2018-11-07,"Tadam! LLC"
"2949","1463 Haight St",2017-06-13,2017-06-22,"Subnation Subs"
"2950","1906 Market St",2017-09-20,2017-09-20,"Kantine"
"2951","2323 Polk St",2016-05-11,2016-05-11,"Mezcalito"
"2952","4689 Mission St",2017-01-20,2017-01-20,"Mr. T Cafe"
"2953","2847 Taylor St",2016-09-15,2016-09-15,"Fisherman's Grotto"
"2954","1024 Greenwich St Apt A",2019-03-04,2019-03-04,"Urban Eden Eats"
"2955","1288 Columbus Ave",2018-06-01,2018-06-01,"Guerrilla Vision LLC"
"2956","25 Washington St",2019-03-30,2021-04-01,"Bistro Lovessy LLC"
"2957","1635 47th Ave",2016-07-01,2016-07-01,"Kokio Republic"
"2958","1800 Vallejo Street Apt 1",2017-05-26,2017-05-26,"The Maker's Pantry"
"2959","3440 Balboa St",2018-07-11,2018-07-11,"Cielito Lindo Restaurant"
"2960","574 Valley St",2018-08-26,2018-08-27,"Completeats, LLC"
"2961","900 Avenue D Ave",2019-10-28,2022-06-21,"Constellation Culinary"
"2962","1310 Noriega St",2017-07-26,2017-09-26,"Smoky Man"
"2963","3 Embarcadero Ctr Fl 18",2019-10-28,2021-12-31,"Constellation Culinary Group At Cooley Floor 18"
"2964","1728 Union St Ste 300",2019-11-20,2019-11-20,"Triple Coffee"
"2965","386 Geary St",2017-05-05,2018-11-20,"Ayala Restaurant"
"2966","1274 26th Ave",2018-02-28,2018-02-28,"I Bake SF"
"2967","2655 Polk St Apt 506",2016-09-06,2016-09-06,"Chego Kimchi"
"2968","294 12th St",2018-01-01,2018-01-01,"Apinun Srisopa"
"2969","233 Bay Ridge Dr",2018-01-01,2018-01-01,"Happy Donuts"
"2970","111 Harold Ave",2016-12-16,2016-12-16,"Purely Vegan Food"
"2971","Market Plaza Pl-25",2016-05-16,2016-05-16,"Coast Poke Counter"
"2972","2401 E Orangeburg Ave 675",2018-08-01,2018-09-01,"Bluetech Water"
"2973","395 Burnett Ave",2019-03-27,2019-03-27,"Aditi Indian Cuisine"
"2974","1661 Tennessee St 30",2019-05-01,2019-05-01,"Bleu Ribbon Culinary LLC"
"2975","501 38th Ave Apt 303",2019-04-27,2019-04-27,"Kreativeats"
"2976","50 Post St",2017-01-20,2017-01-24,"60 Foot Farm"
"2977","2266 40th Ave",2019-12-01,2019-12-01,"Autumn Dining"
"2978","560 Balboa St",2017-05-05,2017-05-30,"Wok This Way"
"2979","100 Terry A Francois Blvd",2016-10-01,2016-10-01,"Creperie Saint Germain"
"2980","2348 Polk St",2019-12-24,2019-12-24,"Lemongrass Thai Cuisine"
"2981","555 California St",2016-10-01,2016-10-01,"Creperie Saint Germain"
"2982","1170 Powell St",2019-09-25,2019-09-25,"Keep It Sweet Inc"
"2983","121 New Montgomery St",2018-05-30,2018-05-30,"K-Asian Kitchen LLC"
"2984","724 S Amphlett Blvd",2017-08-23,2017-08-23,"Meal Boxes Etc."
"2985","3115 Mission",2019-06-26,2019-08-30,"Reef Kitchens"
"2986","2361 Mission St Rm 119",2017-08-01,2017-08-01,"Samjhana Khadka"
"2987","705 Divisadero St",2018-08-07,2018-08-07,"4505 Burgers And Bbq"
"2988","136 Townsend St",2019-06-26,2019-08-19,"Vessel Ca Operations"
"2989","110 Hunters Point Shipyard Bldg 110",2017-04-25,2017-04-25,"Comercial Kitchen"
"2990","501 Buckingham Way",2017-10-01,2021-03-25,"Stonestown Farmers Market"
"2991","1431 Polk St",2018-10-16,2018-10-16,"The Little Chihuahua Mexican Restaurant"
"2992","4912 Third St",2018-02-28,2018-02-28,"Tallio's Coffee & Tea"
"2993","1760 Cesar Chavez St L",2019-05-20,2019-05-20,"A La Couch"
"2994","1150 Valencia St",2017-09-29,2017-09-29,"Sugoi Sushi And Catering"
"2995","1355 Market St",2019-02-28,2019-02-28,"Market Square Food Hall"
"2996","350 River Oaks Pkwy 1424",2019-02-12,2019-02-12,"Sweets4treats"
"2997","1181 Ocean Ave",2016-10-11,2016-10-11,"Sno-Crave Tea House"
"2998","1700 Church St",2019-04-09,2019-04-29,"Regent Thai"
"2999","613 York St",2016-09-29,2021-12-09,"Aedan Koji Cafe"
"3000","103 Horne Ave",2019-04-10,2021-04-20,"K8ter 2 You"
"3001","151 Montgomery St Ste 151",2019-03-01,2019-04-01,"Project Juice"
"3002","191 Talbert St",2018-01-04,2018-01-04,"Alfredo Quick Pizza"
"3003","483 Sacramento St",2018-12-12,2019-08-08,"Local Food Hall"
"3004","3251 20th Ave",2018-02-21,2018-06-01,"Eli's Smokehouse"
"3005","1441 Stockton St",2019-06-15,2019-06-15,"Cavalli Cafe"
"3006","730 Stanyan St",2017-01-08,2017-01-08,"Mcdonald's"
"3007","1 United Nations Plz",2017-08-31,2024-03-27,"Hidden Star Orchards"
"3008","902 Market St",2018-02-01,2018-02-15,"Cable Car Coffee"
"3009","2850 Bush Street",2017-06-09,2017-06-09,"Small Wonder Baker"
"3010","588 Mission Bay Blvd N 525",2019-02-01,2019-02-01,"Chouaib Messaoudi"
"3011","1829 Union St",2019-05-08,2019-05-08,"Super Duper"
"3012","1229 Page St Apt",2018-05-09,2018-05-09,"Nomad Meal"
"3013","532 Jessie St.",2017-06-01,2017-06-01,"Odos Souvla, LLC"
"3014","534 Naples St",2019-05-16,2022-01-01,"Left Coast Catering"
"3015","1116 Polk St",2018-03-19,2018-03-19,"Mustafio""S Pizza"
"3016","3 Embarcadero Ctr Fl 20",2019-10-28,2021-07-30,"Cooley Llp 3 Embarcadero Ctr Fl 21"
"3017","3317 Steiner St",2018-11-26,2018-11-30,"Golden Owl Inc"
"3018","2962 24th St",2017-04-11,2017-04-11,"Top Round Roast Beef"
"3019","1700 O Farrell",2018-01-30,2018-08-10,"Roti"
"3020","1426 Polk St",2018-10-22,2018-10-22,"The Village Cafe, LLC"
"3021","1431 Polk St",2018-10-16,2019-07-01,"The Little Chihuahua Mexican Restaurant"
"3022","2544 Mission St",2019-12-09,2022-05-01,"Grand Coffee"
"3023","1398 Haight St",2017-09-06,2017-09-06,"Magnolia Brewing"
"3024","1450 Cayuga Ave",2016-08-01,2016-08-01,"Flip Dough"
"3025","235 Montgomery St Fl 30",2019-05-01,2019-05-01,"Bleu Ribbon Catering & Events"
"3026","7344 Weld St Apt C",2017-11-17,2017-11-17,"Los 2 Cuates"
"3027","103 Horne Ave",2019-08-28,2021-03-17,"Pastificio Frenk"
"3028","1 Market",2017-12-27,2019-03-13,"Aramark Refreshments At Salesforce"
"3029","655 Larkin St",2018-10-15,2018-10-15,"Sha Thai Dessert Cafe"
"3030","2537 24th St",2016-09-19,2016-09-19,"J & E Restaurant"
"3031","245 Balboa St",2016-07-01,2016-07-01,"Uncle Boy's"
"3032","701 Cole St",2019-05-28,2019-05-28,"Bite Me Sandwiches"
"3033","3253 Mission St",2017-07-01,2017-07-01,"Jasmine Tea House"
"3034","1635 Divisadero St",2017-11-09,2017-11-09,"601 Van Ness Ave Suite K"
"3035","809 Bush St",2016-06-08,2016-06-08,"Tacorea"
"3036","1755 O'farrell St T11312",2017-03-01,2017-03-01,"Sarka Simanova"
"3037","1081 Mission St",2019-03-18,2022-02-09,"Square Pie Guys"
"3038","1950 Innes 5",2016-06-01,2019-08-06,"Rice Valley"
"3039","489 3rd St",2019-10-21,2019-10-21,"Brevetti"
"3040","1036 Polk St",2016-12-16,2016-12-16,"Mangal"
"3041","451 Castro St",2017-01-17,2017-03-13,"Castro Ice Cream"
"3042","3251 20th Ave 5507",2017-03-24,2017-05-10,"Bogurtlen"
"3043","30 Pier",2016-07-01,2016-07-01,"Red's Java House Inc"
"3044","20065 Stevens Creek Blvd C1",2017-08-08,2017-09-08,"Oriental Hot Pot"
"3045","3188 Mission St",2017-10-14,2021-09-01,"U Dessert Story"
"3046","702 Valencia St",2018-08-16,2022-11-01,"Yellow Moto Pizzeria"
"3047","299 Ellis",2018-12-13,2018-12-13,"Happy Donuts"
"3048","668 Sacramento St",2019-03-01,2019-03-01,"Vanda Siam Restaurant LLC"
"3049","545 Post St",2016-04-26,2017-03-09,"Mantel Bar"
"3050","380 Bush St Ste 4",2019-04-15,2023-02-24,"Happy Toast"
"3051","501 Buckingham Way",2019-04-02,2020-01-06,"Avast Bakeshop"
"3052","601 601 Portsmouth Ln",2018-06-18,2018-06-18,"Caffea"
"3053","260 Divisadero St",2019-01-08,2019-01-08,"Powder"
"3054","711 Geary St",2017-03-01,2017-03-01,"Barnzu"
"3055","900 Folsom St Ste C",2017-01-17,2017-03-09,"Vitality Bowls"
"3056","45 San Francisco St Apt A",2019-10-01,2019-10-01,"Slider Shack LLC"
"3057","175 Bluxome St Unit 129",2018-07-16,2018-07-16,"Global Epicure"
"3058","1793 Church St",2018-11-15,2018-11-15,"Pomelo On Church"
"3059","1900 Addison St Ste 200",2018-09-11,2018-09-11,"Momo Noodle"
"3060","4058 A 18th St",2019-03-25,2019-03-25,"Blind Butcher"
"3061","956 Grant Ave",2019-12-01,2019-12-01,"Lady Luck Coffee Inc"
"3062","215 2nd St",2017-10-01,2017-10-01,"Chatz Coffee"
"3063","845 Market St Ste 16",2017-07-01,2017-11-30,"Bake Cheese Tart"
"3064","257 Miramar Ave Apt 2",2019-09-04,2019-09-04,"The Dessert Bae"
"3065","101 Spear St Fl 4n/4s",2017-12-27,2019-03-14,"Aramark Rfs At Salesforce"
"3066","215 Church St",2018-12-15,2019-03-19,"Cook Shoppe"
"3067","214 Townsend St",2016-10-19,2022-07-26,"Blissful Pig Productions ""Dba Mestiza"""
"3068","4843 Geary Blvd",2019-10-01,2019-10-01,"A Table"
"3069","550 Washington St",2018-05-01,2018-05-01,"#1 Verjus Cave, #2 Verjus"
"3070","845 Market St # 4",2019-01-11,2022-11-01,"Mashaallah Halal Food Pakistani Restaurant"
"3071","922 Carlson S Blvd Apt 4",2017-04-21,2017-04-21,"Mission Boricua LLC"
"3072","1131 Polk St",2019-01-29,2019-01-29,"Hemlock Tavern"
"3073","655 Townsend St",2019-05-30,2022-10-01,"Bebuze"
"3074","2200 Market St",2016-05-11,2017-04-07,"Andale Management Group"
"3075","1332 Van Ness Avenue",2018-08-28,2019-09-05,"Route 101"
"3076","1400 Yosemite Ave",2019-05-16,2019-05-16,"Left Coast Catering"
"3077","1740 Church St",2016-05-27,2016-05-27,"Noe Sushi"
"3078","87 Yerba Buena Ln",2018-01-25,2018-01-25,"Oink & Oscar"
"3079","8605 Santa Monica Blvd Pmb2313",2019-10-01,2019-10-01,"Family Style"
"3080","775 Woodlands Pkwy Ste 100",2019-11-01,2019-11-01,"Galaxy Restaurants Catering Group Lp"
"3081","303 2nd N 102",2016-07-01,2019-02-20,"Hinodeya Soma"
"3082","576 Haight St",2018-05-01,2018-05-01,"Memphis Minnie's Bbq Joint"
"3083","725 Greenwich St",2019-07-15,2022-05-13,"Delightful Foods"
"3084","398 Geary St",2017-05-10,2018-01-22,"Benjamin Cooper LLC"
"3085","3741 Geary Blvd",2017-06-14,2017-06-14,"General Tso Kitchen Inc"
"3086","167 11th St",2018-06-21,2018-06-21,"Salpiconsf"
"3087","1550 Church St",2016-09-12,2016-09-12,"Uma Casa"
"3088","4495 Mission St",2017-01-30,2017-01-30,"Excelsior Coffee"
"3089","1661 Tennessee St Ste 3-O",2019-05-01,2020-09-03,"Bleu Ribbon Catering & Events LLC"
"3090","1620 Post St",2018-07-16,2018-07-27,"New Korea House"
"3091","34 Carl St",2019-02-18,2019-02-18,"Queen Cookie"
"3092","488 Fell St",2018-03-30,2018-03-30,"Urban Ritual"
"3093","822 Irving St",2019-07-24,2022-08-30,"Inle Burmese Cuisine"
"3094","855 Folsom St Apt 704",2018-10-31,2018-10-31,"Food And Courage"
"3095","2847 Mission St",2019-01-09,2019-01-09,"Roxys Cafe Organic Superfood"
"3096","333 O'farrell St",2017-01-02,2017-01-02,"Herb N Kitchen"
"3097","3015 Mission St",2017-07-03,2017-07-03,"El Aji Peruvian Restaurant"
"3098","2565 3rd St Rm #323",2016-11-15,2016-12-01,"Neighbor"
"3099","88 Collins P Kelley Jr. Rd",2019-02-14,2019-02-14,"Oh My Green@Git Hub 3rd Floor"
"3100","3568 Bridgeway Lakes Dr",2018-07-01,2018-07-01,"Halal Shop"
"3101","4401 Balboa St",2018-10-10,2018-10-10,"Hing Wah Feng"
"3102","1550 Underwood Ave",2019-10-07,2019-10-07,"Sipsation By Salina"
"3103","3498 Cesar Chavez St",2016-01-22,2018-03-26,"Firepie"
"3104","5530 Geary Blvd",2016-03-16,2016-03-16,"Mzy Sailco Inc"
"3105","3420 Geary Blvd",2017-10-04,2017-10-04,"Native Burger"
"3106","2948 Folsom St",2016-06-13,2017-11-06,"La Rica Benny LLC"
"3107","1491 Palou Ave",2019-03-01,2019-03-01,"Baked By Mariam"
"3108","3251 20th Ave",2018-04-01,2018-04-01,"Portside Bakery"
"3109","2151 Oakland Road Rd Unit 146",2017-08-29,2017-08-29,"Grill Spot"
"3110","600 S Van Ness Ave 2",2017-10-18,2017-10-18,"Biteunite Of Usa LLC"
"3111","22 Peace Plz 440",2017-03-10,2017-03-10,"Uji Time Dessert"
"3112","680 8th St Ste 170",2017-08-17,2017-08-17,"Hardwood Bar & Smokery"
"3113","425 Mission St",2018-04-19,2019-05-01,"Estas Manos Coffee Roasters"
"3114","996 Mission",2019-07-23,2019-08-12,"Nick's On Mission"
"3115","252 Church St Apt",2019-10-25,2019-10-25,"The Flavorful Bite"
"3116","1368 9th Ave",2017-01-02,2017-01-02,"Sunflower Garden Restaurant"
"3117","3228 16th St",2020-01-01,2020-01-01,"Mozzeria"
"3118","601 Van Ness Ave",2017-05-24,2017-05-24,"Max's Opera Cafe"
"3119","3259 Mission St",2017-07-01,2019-05-27,"Jasmine Tea House"
"3120","3970 17th Street B",2017-09-29,2020-09-24,"Bluebell Plant-Based Cuisine"
"3121","1379 4th St",2019-07-08,2022-08-01,"Bacon Bacon 2"
"3122","922 B Bush St",2019-01-01,2019-01-01,"Steve Morgenstern"
"3123","475 Sixth St",2016-10-11,2016-10-11,"Sweetgreen Soma Cloud Kitchen K17"
"3124","171 Second St",2016-08-23,2016-08-23,"Sweetgreen Soma"
"3125","579 Hayes St",2019-01-01,2019-01-01,"Gioia Pizzeria"
"3126","937 Howard St",2017-04-01,2017-04-01,"Tin Vietnamese Cuisine"
"3127","1900 1900 Clement St",2016-02-25,2016-02-25,"Bubble Cup"
"3128","1014 Larkin St",2019-06-12,2019-06-12,"Usagi"
"3129","1767 Church St",2019-12-10,2019-12-10,"Delights By Lisa"
"3130","251 Howard St",2019-02-26,2019-02-26,"Nancy's Catering"
"3131","1501 Cortland Ave",2019-04-01,2019-04-01,"Hedge Coffee LLC"
"3132","1650 Holloway Ave Sb108",2018-04-18,2018-04-19,"Crave Subs"
"3133","600 S Van Ness Ave",2018-11-19,2018-11-19,"Fusion Eats"
"3134","3585 California St",2019-04-01,2019-04-01,"Cal-Mart"
"3135","2109 24th St",2018-03-03,2018-03-03,"24th And Folsom Eatery"
"3136","2 Marina Blvd, Fort Mason Center C370",2016-03-17,2019-10-28,"The Organic Coup Food Truck"
"3137","601 S Van Ness Bldg",2019-09-23,2020-06-10,"Tamales El Patron"
"3138","555 California St Ste E",2018-02-15,2018-02-15,"The Vault Restaurant"
"3139","582 Washington St",2019-07-12,2020-10-13,"High Horse"
"3140","3150 Polk St",2017-05-09,2018-08-21,"San Francisco Brewing Co - Brewery"
"3141","1515 Sutter St Apt 212",2017-12-09,2017-12-09,"Kokio Republic"
"3142","Powell St",2019-06-27,2019-11-11,"Columbus Cafe"
"3143","1196 Folsom St",2017-09-05,2017-09-05,"Anton's Pizza"
"3144","517 Ofarrell St",2019-04-09,2019-04-09,"El Parce Cafe"
"3145","721 Larkin Street St",2019-10-30,2019-10-30,"Sweet Glory"
"3146","1515 Polk St",2017-04-16,2024-06-27,"Nara Maki"
"3147","660 4th St Ste 439",2018-12-18,2019-01-01,"Butter&"
"3148","100 Green St",2017-05-24,2017-05-24,"Post 75, LLC"
"3149","543 Columbus Ave",2016-08-15,2016-08-15,"Spuntino Cafe"
"3150","1366 Powell St",2017-03-16,2017-03-16,"Moomie's"
"3151","3250 19th Ave",2017-06-05,2017-06-05,"Epicurean At Mercy High School"
"3152","222 29th St",2017-09-28,2017-09-28,"Hotel San Francisco"
"3153","214 Sutter St",2018-05-07,2018-05-07,"Mybento"
"3154","160 14th Street St",2018-03-23,2018-06-13,"Eko Kitchen"
"3155","428 11th St",2019-07-08,2021-08-01,"Bacon Bacon"
"3156","50 Fremont St Fl 27/31",2017-12-27,2019-03-14,"Aramark Rfs At Salesforce"
"3157","1903 18th Avenue",2016-08-01,2016-08-01,"La Casa"
"3158","1810 O'farrel St",2019-03-22,2019-03-22,"King Of Thai Noodle House"
"3159","1166 Post St",2018-08-10,2018-08-10,"Caroline Mohammed"
"3160","1501 Ocean Ave",2018-07-01,2018-07-01,"Lucky Ocean Cafe"
"3161","615 Cortland Ave",2019-01-03,2019-01-03,"Moki's Sushi And Pacific Grill"
"3162","673 Portola Dr",2019-12-31,2019-12-31,"Creighton's Fine Pastries LLC"
"3163","308 Parnassus Ave",2018-06-26,2018-12-19,"Steamship"
"3164","280 Valencia St",2018-04-16,2018-04-16,"Dancing Yak LLC"
"3165","1788 32nd Ave",2019-04-01,2019-04-01,"Day Dream Cafe"
"3166","425 Market St Ste 8",2016-04-01,2016-04-01,"Postmates"
"3167","808 Leavenworth St Apt 403",2017-08-11,2017-08-11,"Obour Foods"
"3168","941 Margaret St",2017-11-20,2017-11-20,"Meat On A Stick"
"3169","Sloat Blvd 496",2018-10-14,2018-10-14,"Sunset Roasters"
"3170","901 Taraval St",2019-07-01,2019-07-01,"Guilin Rice Noodles House"
"3171","1243 Van Ness Ave",2019-01-01,2019-01-01,"Village Pizzeria"
"3172","800 N Point St",2017-05-10,2017-05-10,"Lorrie's Restaurant"
"3173","586 Hayes St",2016-11-29,2017-06-30,"Salt & Straw"
"3174","475 Sixth Street Unit 25",2019-02-21,2019-02-21,"Flavas Jamaican Grill-SF"
"3175","1400 Ocean Ave",2016-05-10,2016-05-10,"Nami"
"3176","4159 El Camino Way Ste P",2019-09-10,2019-09-10,"El Coreano"
"3177","20 S Folsom S St 2400",2019-08-31,2019-08-31,"Base Camp Nepal"
"3178","1400 Ocean Ave.",2016-05-10,2016-05-10,"Nami"
"3179","753 Alabama St",2016-09-06,2017-04-12,"Flowershop"
"3180","2325 Pine St",2018-04-25,2018-04-25,"A Pizza"
"3181","1090 Montgomery St Apt 204",2019-01-01,2019-01-01,"Buster's Cheese Steak"
"3182","1130 Ocean Ave",2019-02-19,2019-02-19,"Acai R"
"3183","4039 18th St",2018-02-05,2018-02-05,"Rooster & Rice"
"3184","115 Sansome St Unit 105",2018-08-07,2018-08-07,"The Shota"
"3185","1931 Jennings St",2017-04-27,2017-04-27,"Leia Coffman"
"3186","18002 Mcdowell Street",2017-04-19,2017-04-19,"Sushi Fly"
"3187","2786 Mcallister St",2016-07-20,2016-07-20,"Sugarcraft Bakeshop"
"3188","500 Bright St",2017-04-09,2017-04-09,"Dohn S Catering Cuisine"
"3189","1155 4th Street St",2017-09-28,2018-03-22,"Joe & The Juice - 1155 4th Street"
"3190","1538 Grant Ave",2019-10-07,2019-10-07,"Slow Good"
"3191","409 Bryant St",2016-06-01,2017-07-08,"Susiecakes Cake Kitchen"
"3192","1524 18th Avenue",2016-03-01,2016-03-01,"Russian Renaissance"
"3193","845 Market St Unit 16",2017-01-26,2017-01-26,"Beard Papa's"
"3194","51 West Portal Ave",2019-05-30,2025-01-05,"Dragoneats"
"3195","750 Gonzalez Dr",2018-07-16,2018-07-16,"New Korea House"
"3196","430 Geary St",2016-12-21,2016-12-21,"Amami LLC"
"3197","415 Mission St Fl 7/8",2017-12-27,2019-03-14,"Aramark Rfs"
"3198","3128 16th St",2016-02-24,2016-02-24,"Tea De Chine"
"3199","1821 15th Avenue",2016-03-01,2016-03-01,"Bouquet Catering Company"
"3200","647 Valencia St",2018-12-17,2018-12-17,"1750 Crockett Lane LLC"
"3201","1599 Howard St",2017-07-18,2017-07-18,"Gas Lamp"
"3202","326 Shaw Rd",2016-11-07,2024-04-01,"Da Poke Man Inc"
"3203","1120 4th St #30",2017-06-27,2017-06-27,"House Of Tadu Ethiopian Kitchen"
"3204","600 S Van Ness",2019-01-30,2019-01-30,"Daniel's Test Kitchen"
"3205","160 14th St",2016-04-04,2017-02-23,"Word On The Street"
"3206","1351 Church St",2016-07-22,2016-07-22,"Lovejoy's Tea Room"
"3207","895 Post St",2020-01-01,2020-08-22,"Tonicgo"
"3208","108 B Carl St",2016-07-22,2016-07-22,"Inovino"
"3209","1 Warriors Way",2018-04-25,2020-02-12,"Thrive City Farmers' Market Cfm"
"3210","2901 Mission St.",2019-08-20,2019-08-20,"25th&Mission Cafe"
"3211","6101 California St",2017-10-20,2018-07-13,"Pearl 6101"
"3212","4454 California St",2017-01-01,2017-01-01,"Ashley's Cafe"
"3213","1716 Divisadero St",2018-01-23,2018-01-23,"The Cheese Steak Shop"
"3214","100 Larkin St",2016-10-01,2016-10-01,"Poets Cafe"
"3215","110 Hunters Point Shipyard",2017-10-17,2017-10-17,"J & D's Bbq LLC"
"3216","50 Post St Unit 65a",2018-01-02,2018-01-02,"Braised + Bread"
"3217","121 Spear St",2018-06-11,2018-06-26,"Guckenheimer @ Google Rincon - Breakrooms Floors 5-6"
"3218","602 Hayes St",2018-11-05,2018-11-05,"Laguna"
"3219","2948 Folsom St",2016-11-18,2017-03-03,"Makmillion Catering"
"3220","7800 Edgewater Dr",2020-01-01,2021-01-01,"Roli Roti"
"3221","612 18th St",2018-10-30,2018-11-01,"Nichi Nichi Makanai"
"3222","235 Montgomery St Fl 30",2019-05-01,2019-05-01,"Bleu Ribbon Culinary LLC"
"3223","350 Mission St Fl 20/21",2017-12-27,2019-03-14,"Aramark Rfs At SF"
"3224","255 Berry St Apt 109",2018-01-08,2020-01-01,"Nurturfoods"
"3225","890 Taraval St",2016-02-22,2018-06-17,"Mr. Szechuan"
"3226","111 Westmoorland Dr",2018-03-13,2018-03-13,"Running Fork Comfort Catering"
"3227","1225 7th St",2019-10-11,2019-10-11,"Red Planet Coffee Dba Orbir Coffee"
"3228","6 Monterey Blvd",2017-06-15,2017-06-22,"Cup Cafe"
"3229","2422 8th Ave Apt 24",2019-11-13,2019-11-13,"Joshua Williams"
"3230","928 Toland St",2019-07-30,2019-07-30,"Tacos Santo Toribio"
"3231","100 Green St",2017-10-17,2018-09-18,"Bunn Mike Inc"
"3232","525 Haight St",2018-09-04,2018-09-04,"Perilla"
"3233","2213 Fillmore Street",2016-12-12,2017-08-09,"Joe & The Juice"
"3234","550 Montgomery St Fl 10",2016-03-25,2022-06-21,"Corbeaux Club"
"3235","550 Battery St Apt 1006",2018-12-11,2018-12-11,"Death By Taco"
"3236","1422 Ocean Ave",2019-07-08,2023-02-14,"Mealtime Cafe"
"3237","1700 Church Street",2019-04-09,2019-04-09,"Regent Thai"
"3238","401 Third St",2019-11-11,2019-11-11,"James Vinson"
"3239","2190 Bay St Apt 204",2019-05-21,2019-05-21,"Mise En Place"
"3240","612 Escalona Dr",2016-11-04,2016-11-04,"Jca2"
"3241","560 Balboa St",2017-05-05,2017-05-05,"Tea Papa"
"3242","1346 Isabel Ct",2016-03-03,2016-03-04,"S.F. Uber"
"3243","1455 Market St 400",2017-07-28,2017-07-28,"Ubereats"
"3244","2 Marina Blvd",2019-08-20,2020-08-25,"Los Kuyas Catering LLC"
"3245","901 Stanyan St 12",2018-03-11,2018-03-11,"The Purple Turtle"
"3246","4342 California St",2016-09-28,2016-09-28,"Corks"
"3247","475 6th St",2019-02-11,2019-02-11,"Salted"
"3248","1355 Market St",2016-03-17,2016-03-17,"The Organic Coup"
"3249","318 Columbus Ave",2016-06-11,2016-06-28,"Betty Lou's Seafood & Grill"
"3250","24 Sunnyside Ave",2017-05-17,2017-05-17,"Pressed"
"3251","1581 Webster St Ste 190",2019-05-02,2019-05-02,"Kissako Tea"
"3252","4470 24th St",2019-11-23,2021-01-04,"Kimpaws"
"3253","2515 Noriega St",2019-06-11,2019-06-11,"Three Star Restaurant"
"3254","811 Ulloa St",2019-07-08,2024-10-01,"Lazy Susan"
"3255","561 Valencia St",2017-08-22,2017-08-22,"Stonemill Matcha"
"3256","3815 Noriega St",2016-02-17,2016-02-17,"Yonkers Cafe Inc"
"3257","50 Oak St",2016-01-22,2020-07-30,"Blue Bird Cafe"
