Parcel Number	Building Name	Building Address	Postal Code	Floor Area	Property Type - Self Selected	PIM Link	Year Built	Energy Audit Due Date	Energy Audit Status	point	longitude	latitude	analysis_neighborhood	supervisor_district	data_as_of	data_loaded_at
0666/006	1522 BUSH ST	1522 BUSH ST	94109	11533	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0666/006	1916	04/01/2022	Did Not Comply	POINT (-122.422641167 37.788663807)	-122.42264116733836	37.788663807107476	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1094/001	2675 Geary Blvd	2675 GEARY BLVD	94115	494418	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1094/001	1961	04/01/2030	Upcoming	POINT (-122.445865033 37.781853468)	-122.44586503300769	37.781853467606425	Lone Mountain/USF	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0242/002	Far East Cafe	631 GRANT AVE	94108	18906	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0242/002	1908	04/01/2013	Pending - Contracted	POINT (-122.40636741 37.792989859)	-122.40636741015945	37.79298985944472	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3757/067	407 09TH ST	1275 HARRISON ST	94103	71298	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3757/067	1936			POINT (-122.409180173 37.772491978)	-122.40918017333253	37.77249197758354	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8707/003	355 BERRY ST	355 BERRY ST	94107	296800	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=8707/003	2007			POINT (-122.39704097 37.772363929)	-122.3970409703867	37.77236392868907	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3941/020	0161-San Francisco	590 20th St	94107	58200	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3941/020	1916	04/01/2027	Upcoming	POINT (-122.384972464 37.761233247)	-122.38497246407627	37.761233247128644	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0296/006	400 POST ST	400 POST ST	94102	61807	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0296/006	1909	04/01/2020	Did Not Comply	POINT (-122.408830477 37.788494269)	-122.40883047736278	37.78849426886075	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8704/004	360 BERRY ST	360 BERRY ST	94107	160936	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=8704/004	2017			POINT (-122.397263331 37.773034481)	-122.39726333078325	37.773034480912635	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8707/120	335 BERRY ST	335 BERRY ST	94107	102838	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=8707/120	2009			POINT (-122.396307821 37.772950844)	-122.39630782112238	37.77295084393695	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0624/020	1835 FRANKLIN ST	1835 FRANKLIN ST	94109	133340	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0624/020	1965			POINT (-122.424607633 37.791564419)	-122.42460763259929	37.79156441876493	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3733/081	Pacific & Energy Center	851 HOWARD ST	94103	32139	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3733/081	1924	04/01/2022	Did Not Comply	POINT (-122.40349488 37.782123949)	-122.40349488035415	37.78212394929791	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3967/028	350 ALABAMA ST	350 ALABAMA ST	94110	54842	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3967/028	2003			POINT (-122.412705771 37.764809969)	-122.41270577077613	37.76480996940177	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3731/095	1025 HOWARD ST	1025 HOWARD ST	94103	18387	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3731/095	1939	04/01/2014	Did Not Comply	POINT (-122.407523721 37.778948054)	-122.40752372147004	37.77894805428098	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4991/601	151 EXECUTIVE PARK BL	151 EXECUTIVE PARK BL	94124	95700	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=4991/601				POINT (-122.395114268 37.711837788)	-122.39511426786608	37.711837788033876	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0262/008	Dalum Corporation	130 BATTERY ST	94111	33863	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0262/008	1986	04/01/2024	Pending - Contracted	POINT (-122.399493411 37.792707564)	-122.39949341145935	37.792707563508046	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3283/124	1830 OCEAN AVE	1830 OCEAN AVE	94112	120520	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3283/124	1985			POINT (-122.46163132 37.725626771)	-122.46163132002856	37.72562677128826	West of Twin Peaks	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0084/008	Interland - 1265 Battery Street	1265 BATTERY ST	94111	94111	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0084/008	1982	04/01/2029	Upcoming	POINT (-122.402267006 37.802861147)	-122.40226700624089	37.80286114714826	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4034/006	Goodman 2 Art Complex	348 ARKANSAS ST	94107	119720	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4034/006	1996			POINT (-122.398765877 37.76188728)	-122.39876587730973	37.76188727990683	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3930A/002	Safeway 1490	2300 16TH ST	94103	58247	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3930A/002	1900	04/01/2021	Pending - Contracted	POINT (-122.409260146 37.766510941)	-122.40926014613926	37.766510940622524	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2423/021	San Francisco Chinese Alliance Church	1150 VICENTE ST	94116	16570	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=2423/021	1988	04/01/2026	Upcoming	POINT (-122.479401685 37.739339044)	-122.47940168507543	37.73933904351648	Sunset/Parkside	4	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3954/016	Alta Potrero (pt013)	1301 16th St	94103	208038	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3954/016	2019			POINT (-122.400239355 37.765845145)	-122.40023935450442	37.76584514501546	Mission Bay	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3590/035	2205 MISSION ST	2205 MISSION ST	94110	18345	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3590/035	1919	04/01/2020	Did Not Comply	POINT (-122.418945409 37.761681464)	-122.41894540871013	37.761681463761704	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5559/016	225 BAY SHORE BLVD	225 BAY SHORE BLVD	94124	12004	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5559/016	0	04/01/2013	Did Not Comply	POINT (-122.403754997 37.744386569)	-122.4037549970179	37.74438656873133	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0228/031	559 Clay Street	559 CLAY ST	94111	17654	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0228/031	1906	04/01/2018	Pending - Contracted	POINT (-122.402523804 37.794497097)	-122.40252380353887	37.79449709709246	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0794/028	555 FULTON ST	555 FULTON ST	94102	29345	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0794/028	1957	04/01/2014	Did Not Comply	POINT (-122.425752278 37.778168042)	-122.42575227810019	37.77816804164811	Hayes Valley	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3752/001	300 4th Street	300 4TH STREET	94107	13892	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3752/001	1984	04/01/2019	Did Not Comply	POINT (-122.401195893 37.781741433)	-122.40119589283499	37.781741433236	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1084/005	Steve Krieger - 3535 Geary	3535 GEARY BLVD	94118	20500	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1084/005	1936	04/01/2027	Upcoming	POINT (-122.456608739 37.780881819)	-122.45660873853407	37.7808818190159	Lone Mountain/USF	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0241/025	650 California Street	650 CALIFORNIA ST	94108	567653	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0241/025	1963	04/01/2026	Upcoming	POINT (-122.405207232 37.792936665)	-122.40520723173651	37.79293666472932	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7226/023	Lakeside Medical Building	2645 OCEAN AVE	94132	23440	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=7226/023	1963	04/01/2018	Did Not Comply	POINT (-122.47418828 37.731653703)	-122.47418827971407	37.731653703495745	West of Twin Peaks	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8710/009	701 CHINA BASIN ST	701 CHINA BASIN ST	94107	620814	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=8710/009	2016			POINT (-122.393580205 37.771230282)	-122.3935802051652	37.77123028188509	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3756/032	325 9TH ST	325 9TH ST	94103	16875	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3756/032	1919	04/01/2030	Upcoming	POINT (-122.411016789 37.773588513)	-122.4110167892485	37.77358851314447	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4106/030	895 INDIANA ST	895 INDIANA ST	94107	255866	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4106/030	2009			POINT (-122.390862988 37.759671684)	-122.39086298766672	37.75967168366944	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3966/001	Lion Building	2525 16TH ST	94110	165000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3966/001	1924	04/01/2020	Did Not Comply	POINT (-122.411897042 37.765120818)	-122.4118970415172	37.7651208181287	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0348/015	277 GOLDEN GATE AVE	277 GOLDEN GATE AVE	94102	63302	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0348/015				POINT (-122.414927028 37.781411949)	-122.41492702803062	37.78141194926351	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0215/001	1300 CLAY ST	1300 CLAY ST	94109	477734	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0215/001				POINT (-122.414882372 37.793621085)	-122.41488237176343	37.793621084914406	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2116/028	1900 19TH AVE	1900 19TH AVE	94116	16902	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=2116/028	0	04/01/2022	Did Not Comply	POINT (-122.475872323 37.752124176)	-122.47587232297064	37.75212417590524	Inner Sunset	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3570/030	2973 16th Street	2973 16TH ST	94110	25650	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3570/030	1925	04/01/2029	Upcoming	POINT (-122.419029062 37.764848987)	-122.41902906197231	37.764848987276885	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3721/082	Mission & Shaw LLC	545 MISSION ST	94105	29309	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3721/082	1906	04/01/2024	Did Not Comply	POINT (-122.398327121 37.78868556)	-122.39832712085764	37.78868555972832	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3951/005	88 MISSOURI ST	88 MISSOURI ST	94107	10149	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3951/005	1931	04/01/2026	Upcoming	POINT (-122.397116425 37.765472877)	-122.39711642470623	37.76547287664148	Mission Bay	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3703/076	1019 Market Street	1019 MARKET ST	94103	75210	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3703/076	1909	04/01/2025	Upcoming	POINT (-122.410417757 37.781560556)	-122.41041775721533	37.781560555919704	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4086/004	2230 BRYANT ST	2230 BRYANT ST	94110	57334	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=4086/004	1900			POINT (-122.410012759 37.758672465)	-122.4100127588538	37.75867246480924	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0710/027	10 BERTIE MINOR LN	10 BERTIE MINOR LN	94115	234000	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0710/027				POINT (-122.428618397 37.784242834)	-122.42861839660965	37.78424283445143	Western Addition	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3781/001A	1045 BRYANT ST	1045 BRYANT ST	94103	32953	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3781/001A	1916	04/01/2030	Upcoming	POINT (-122.407325598 37.771783739)	-122.40732559843111	37.771783739389065	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0335/027	Cova Hotel	655 ELLIS ST	94109	71441	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0335/027	1969	04/01/2019	Pending - Contracted	POINT (-122.416999283 37.784008016)	-122.4169992829432	37.78400801640922	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0718/021	950 Van Ness Avenue, LLC	930 VAN NESS AVE	94109	50700	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0718/021	1919	04/01/2024	Pending - Contracted	POINT (-122.42074363 37.784554126)	-122.42074363033012	37.784554125764096	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0567/038	1998 BROADWAY	1998 BROADWAY	94109	125036	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0567/038	1964			POINT (-122.429786846 37.795276696)	-122.42978684642391	37.795276695732795	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0224/081	929 CLAY ST	929 CLAY ST	94108	17998	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0224/081	1981	04/01/2022	Did Not Comply	POINT (-122.408322981 37.793850603)	-122.40832298117168	37.793850602830624	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3725/015	938 HOWARD ST	938 HOWARD ST	94103	25500	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3725/015	1924	04/01/2025	Upcoming	POINT (-122.406247626 37.780912496)	-122.40624762586224	37.780912496490245	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8721/029	1509-1519 03RD ST	1509-1519 03RD ST	94158	302084	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=8721/029	2021	04/01/2027	Upcoming	POINT (-122.3888568 37.769320491)	-122.38885679977793	37.76932049118145	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0624/008	1900 GOUGH ST	1900 GOUGH ST	94109	67482	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0624/008	1937			POINT (-122.425599569 37.791173038)	-122.42559956885002	37.79117303838427	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0503/031	2701 VAN NESS AVE	2701 VAN NESS AVE	94123	99336	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0503/031	1929			POINT (-122.424848837 37.800573322)	-122.42484883692559	37.800573321732315	Marina	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0264/004	One California Street	1 CALIFORNIA ST	94111	607757	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0264/004	1969	04/01/2024	Did Not Comply	POINT (-122.397043036 37.793213746)	-122.39704303604941	37.79321374586126	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3710/019	45 Fremont	45 FREMONT ST	94105	691436	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3710/019	1978	04/01/2026	Upcoming	POINT (-122.397133398 37.791242409)	-122.39713339775173	37.79124240905095	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0490/019	2159 Chestnut St	2159 Chestnut St	94123	14917	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0490/019	1914	04/01/2022	Did Not Comply	POINT (-122.438769962 37.800209461)	-122.43876996175003	37.80020946062445	Marina	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0330/026	PARC 55 WYNDHAM San Francisco- Union Square	55 CYRIL MAGNIN ST	94102	754081	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0330/026	1983	04/01/2024	Pending - Contracted	POINT (-122.408964784 37.784878243)	-122.40896478425422	37.78487824326036	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0266/006	22 Battery	22 BATTERY ST	94111	73640	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0266/006	1908	04/01/2029	Upcoming	POINT (-122.399363407 37.791575752)	-122.39936340680836	37.791575751708926	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7520/015	5285 DIAMOND HEIGHTS BLVD	5285 DIAMOND HEIGHTS BLVD	94131	159722	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=7520/015	1972			POINT (-122.437844865 37.744194708)	-122.43784486495426	37.74419470804418	Noe Valley	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3704/070	969 MARKET ST	969 MARKET ST	94103	27037	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3704/070	1909	04/01/2029	Upcoming	POINT (-122.409229494 37.782519575)	-122.40922949351321	37.7825195749247	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4044/031	638 19TH ST	638 19TH ST	94107	61448	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4044/031	2007			POINT (-122.389010963 37.762084377)	-122.38901096349748	37.76208437684707	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3526/016	290 DIVISION ST	290 DIVISION ST	94103	35628	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3526/016	1924	04/01/2025	Upcoming	POINT (-122.408255495 37.769511801)	-122.40825549526772	37.76951180119818	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0345/017	361 Turk St	361 Turk St	94102	65741	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0345/017	2022			POINT (-122.414905129 37.782375678)	-122.41490512928026	37.782375677604556	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0293/004	100 Post	100 POST ST	94108	43927	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0293/004	1909	04/01/2019	Did Not Comply	POINT (-122.404003793 37.789048246)	-122.40400379298538	37.78904824583111	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0344/004	St Anthony Foundation	150 GOLDEN GATE AVE	94102	47169	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0344/004	1912	04/01/2024	Did Not Comply	POINT (-122.413219149 37.782233645)	-122.41321914908745	37.78223364476274	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0165/008	832 SANSOME ST	832 SANSOME ST	94111	14154	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0165/008	1912	04/01/2024	Did Not Comply	POINT (-122.40188916 37.798022803)	-122.40188915967248	37.79802280266028	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3784/008	550 TOWNSEND ST	550 TOWNSEND ST	94103	61312	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3784/008	1979	04/01/2013	Did Not Comply	POINT (-122.4009884 37.773045785)	-122.40098840046812	37.77304578510303	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0057/001	1700 Montgomery	1700 MONTGOMERY ST	94111	142446	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0057/001	1976	04/01/2026	Upcoming	POINT (-122.404583405 37.805272232)	-122.40458340536897	37.805272231841684	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0534/002	3053 FILLMORE ST	3053 FILLMORE ST	94123	116000	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0534/002	1900			POINT (-122.435921411 37.797761082)	-122.43592141100035	37.79776108180567	Marina	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3722/003	140 2ND ST	132 2ND ST	94105	38000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3722/003	1907	04/01/2029	Upcoming	POINT (-122.399366863 37.787297046)	-122.39936686321735	37.78729704646533	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0346/006	378 GOLDEN GATE AVE	378 GOLDEN GATE AVE	94102	74390	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0346/006	1911			POINT (-122.416850735 37.781768141)	-122.416850734518	37.78176814145742	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3702/820	1155 Market (Old SFPUC HQ)	1155 Market St	94103	158998	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3702/820		04/01/2027	Upcoming	POINT (-122.413409061 37.779222773)	-122.41340906112961	37.779222773137086	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3642/032	2701 MISSION ST	2701 MISSION ST	94110	11298	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3642/032	1947	04/01/2022	Did Not Comply	POINT (-122.418123276 37.753649408)	-122.41812327596665	37.75364940791764	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1539/003	4141 GEARY BLVD	4141 GEARY BLVD	94118	305726	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=1539/003	1969			POINT (-122.463706693 37.780434896)	-122.46370669308939	37.78043489640313	Inner Richmond	1	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3777/055	E.M. Hundley Hardware	617 BRYANT ST	94107	36000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3777/055	1986	04/01/2026	Upcoming	POINT (-122.39830388 37.779051125)	-122.39830388020131	37.77905112547714	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0056/002-A	LPF 140 Chestnut	140 CHESTNUT ST	94133	36642	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0056/002-A	1906	04/01/2019	Did Not Comply	POINT (-122.405810164 37.804968342)	-122.40581016380008	37.80496834167792	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0349/014	Dorothy Day Community	54 MCALLISTER ST	94102	77963	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0349/014	1986			POINT (-122.413173134 37.781289431)	-122.41317313434533	37.781289430506554	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0320/011	750 OFARRELL ST	750 OFARRELL ST	94109	56068	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0320/011	1913			POINT (-122.417252557 37.785539678)	-122.41725255713654	37.78553967794366	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0280/009	940 SUTTER ST	940 SUTTER ST	94109	57634	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0280/009	1925	04/01/2029	Upcoming	POINT (-122.41592833 37.78857633)	-122.41592832995336	37.78857633020745	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0184/036	1333 PACIFIC AVE	1333 PACIFIC AVE	94109	94078	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0184/036	1975			POINT (-122.417170153 37.795275939)	-122.41717015332085	37.79527593938482	Russian Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4022/029	The Madelon (md155)	2823 18th St	94110	212254	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=4022/029				POINT (-122.410564445 37.761324312)	-122.4105644452359	37.76132431234857	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4107/001B	950 TENNESSEE ST	950 TENNESSEE ST	94107	38500	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4107/001B	1947	04/01/2024	Did Not Comply	POINT (-122.389882115 37.759747691)	-122.38988211504505	37.75974769091576	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3778/068	767 BRYANT ST	767 BRYANT ST	94107	55316	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3778/068	2002			POINT (-122.401564037 37.77635833)	-122.40156403678473	37.77635833019067	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0163/005	Westlake MOB	909 MONTGOMERY ST	94133	104311	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0163/005	1983	04/01/2024	Pending - Contracted	POINT (-122.404069626 37.797509455)	-122.40406962599603	37.79750945531926	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3728/002	120 8TH ST	120 8TH ST	94103	12250	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3728/002	1925	04/01/2026	Upcoming	POINT (-122.412960168 37.776978372)	-122.41296016756269	37.776978372145656	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0287/017	Bush Grant Building	342 GRANT AVE	94108	67460	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0287/017	1912	04/01/2020	Pending - Contracted	POINT (-122.40530161 37.790333724)	-122.40530161037199	37.79033372376131	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3788/042	333 BRANNAN ST	333 BRANNAN ST	94107	221426	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3788/042	1972	04/01/2026	Upcoming	POINT (-122.392416985 37.780918014)	-122.39241698499072	37.78091801396753	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3905/003	Byer California - 2460 Alameda St.	2460 ALAMEDA ST	94103	35134	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3905/003	2009	04/01/2027	Upcoming	POINT (-122.409613965 37.768556854)	-122.4096139648741	37.76855685375263	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3783/008	600 Townsend	600 TOWNSEND ST	94103	208259	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3783/008	1989	04/01/2025	Pending - Contracted	POINT (-122.402682882 37.771705892)	-122.40268288174153	37.771705892270724	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2808/025	925 CORBETT AVE	925 CORBETT AVE	94131	63773	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=2808/025	1978			POINT (-122.443227532 37.751998133)	-122.4432275316819	37.7519981331468	Twin Peaks	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
